ovr_rank,team,conference,record,ovr_rating,off_rating,off_rank,def_rating,def_rank,st_rating,st_rank,week
40,Texas Tech,Big 12,2-2,7.9,29.8,55,22.4,36,0.4,8,5
41,Utah State,MWC,3-1,6.7,27.4,75,20.7,33,0,61,5
42,Virginia,ACC,4-1,6.4,24.6,90,18.3,27,0.1,53,5
43,Appalachian State,Sun Belt,4-0,5.9,40.4,11,34.7,101,0.2,32,5
44,Duke,ACC,3-1,5.9,30.1,53,24.4,47,0.2,31,5
45,Temple,AAC,3-1,5.6,20.9,105,14.8,13,-0.4,119,5
46,Maryland,Big Ten,2-2,5.4,29.5,60,23.6,43,-0.5,125,5
47,Florida State,ACC,3-2,5.2,35.8,26,30.5,78,-0.1,78,5
48,Colorado,Pac-12,3-1,5,41.5,7,37,113,0.5,5,5
49,California,Pac-12,4-1,4.9,22.9,98,18,25,0,64,5
50,Boise State,MWC,4-0,4.7,29.1,63,24.4,48,0,65,5
51,Tulane,AAC,3-1,4.5,30.9,51,26.8,60,0.3,18,5
52,Air Force,MWC,3-1,4.3,32.9,40,28.8,68,0.2,30,5
53,Wake Forest,ACC,5-0,4.2,33.1,39,29,70,0,54,5
54,Tennessee,SEC,1-3,3.3,25.8,84,22.8,39,0.2,37,5
55,NC State,ACC,3-2,2.8,26.5,79,23.8,44,0.1,47,5
56,Illinois,Big Ten,2-2,2.5,33.9,34,32.1,87,0.6,2,5
57,Army,Independent,3-1,2,26.4,82,24.6,50,0.2,35,5
58,Ole Miss,SEC,2-3,2,26.5,80,24.1,45,-0.4,121,5
59,Pittsburgh,ACC,3-2,1.5,18.5,113,16.7,19,-0.2,106,5
60,North Carolina,ACC,2-3,1.3,32.1,43,30.7,80,-0.1,88,5
61,Kentucky,SEC,2-3,1.3,29,66,27.7,64,0,56,5
62,Lousisiana,Sun Belt,4-1,1.1,34.4,31,33.3,91,0,60,5
63,Purdue,Big Ten,1-3,1.1,36.8,20,35.8,105,0.1,48,5
64,West Virginia,Big 12,3-1,1,26.8,77,25.6,55,-0.2,101,5
65,Syracuse,ACC,3-2,0.9,28.2,72,27.8,65,0.5,3,5
66,UCLA,Pac-12,1-4,0.9,31.8,47,30.8,82,-0.1,91,5
67,Navy,AAC,2-1,0.5,29.9,54,29.6,73,0.3,24,5
68,Houston,AAC,2-3,0.4,36.3,23,36,108,0.1,45,5
69,Northwestern,Big Ten,1-3,0.3,15.2,123,14.8,11,-0.1,76,5
70,Louisville,ACC,2-2,0.3,29.2,61,29.1,71,0.2,34,5
71,Oregon State,Pac-12,1-3,0,36.6,21,36.3,112,-0.3,107,5
72,Virginia Tech,ACC,2-2,-0.3,25.2,88,25.5,52,0,70,5
73,Stanford,Pac-12,2-3,-0.8,26.6,78,27.3,63,-0.1,87,5
74,Boston College,ACC,3-2,-0.9,32.1,44,32.7,89,-0.3,111,5
75,Fresno State,MWC,2-2,-1.1,25.2,87,26.3,57,0,73,5
76,Tulsa,AAC,2-2,-1.2,23.4,96,24.5,49,-0.1,89,5
77,San Diego State,MWC,3-1,-1.4,14.4,124,16.1,15,0.3,23,5
78,BYU,Independent,2-3,-1.5,24.1,93,25.6,54,0,67,5
79,North Texas,C-USA,2-3,-1.8,28.4,69,30.5,79,0.4,9,5
80,Florida Atlantic,C-USA,3-2,-1.9,29.1,64,30.8,81,-0.2,105,5
81,Arkansas State,Sun Belt,3-2,-2,31.9,46,33.9,94,0,57,5
82,Arkansas,SEC,2-3,-2.5,24,94,26.5,59,0.1,51,5
83,Hawai'i,MWC,4-1,-2.9,33.5,36,36,109,-0.4,120,5
84,Kansas,Big 12,2-3,-3.4,25.3,85,28.5,66,-0.2,98,5
85,Troy,Sun Belt,2-2,-3.8,34.3,32,38.1,116,0,62,5
86,Wyoming,MWC,4-1,-4.3,22.2,99,26.5,58,0,72,5
87,Vanderbilt,SEC,1-3,-4.8,32.5,41,37.6,114,0.3,22,5
88,Western Michigan,MAC,3-2,-5,31,50,35.9,106,-0.1,85,5
89,Southern Mississippi,C-USA,3-2,-5.2,28.3,70,33.2,90,-0.3,115,5
90,Marshall,C-USA,2-2,-5.6,28.5,67,34.4,96,0.3,20,5
91,Liberty,Independent,3-2,-6.8,24.3,92,30.9,83,-0.2,99,5
92,Georgia Tech,ACC,1-3,-7.3,16.3,120,23.3,41,-0.3,108,5
93,UAB,C-USA,3-1,-7.8,15.2,122,22.8,38,-0.3,109,5
94,South Florida,AAC,1-3,-8.1,18,115,25.8,56,-0.3,116,5
95,Toledo,MAC,3-1,-8.4,30.7,52,39.5,119,0.4,10,5
96,Louisiana Tech,C-USA,4-1,-8.7,25.2,86,33.8,92,-0.1,92,5
97,Rutgers,Big Ten,1-3,-8.9,20.5,107,29.6,74,0.2,27,5
98,Ohio,MAC,1-3,-9.9,28.4,68,38.5,117,0.2,28,5
99,Western Kentucky,C-USA,2-2,-10.6,18.1,114,28.8,69,0.1,49,5
100,Coastal Carolina,Sun Belt,3-2,-10.6,24.4,91,34.5,98,-0.5,126,5
101,East Carolina,AAC,3-2,-10.9,19.2,111,30,77,-0.1,81,5
102,Colorado State,MWC,1-4,-10.9,29.6,59,40.4,123,-0.1,75,5
103,Texas State,Sun Belt,2-3,-11.3,19.1,112,30,76,-0.3,117,5
104,Ball State,MAC,1-3,-11.3,23.5,95,34.4,97,-0.3,114,5
105,Florida International,C-USA,1-3,-11.5,21.2,103,32.4,88,-0.3,112,5
106,Eastern Michigan,MAC,3-1,-11.9,27.7,74,39.7,120,0.1,42,5
107,Louisiana Monroe,Sun Belt,2-2,-12,28,73,39.7,121,-0.2,104,5
108,Georgia Southern,Sun Belt,1-3,-12.1,19.7,110,31.9,86,0.1,50,5
109,Charlotte,C-USA,2-3,-12.5,29.7,56,42.3,126,0,59,5
110,Buffalo,MAC,2-3,-12.7,17.6,116,29.8,75,-0.4,123,5
111,Nevada,MWC,3-2,-13.2,20.6,106,33.9,93,0.1,52,5
112,San Jose State,MWC,2-2,-13.5,21.9,101,35.2,104,-0.2,103,5
113,Miami (OH),MAC,2-3,-14.6,19.9,109,34.5,99,0.1,44,5
114,Northern Illinois,MAC,1-3,-15.2,20.9,104,36.1,110,-0.1,77,5
115,Middle Tennessee,C-USA,1-3,-15.3,26.5,81,42,125,0.2,33,5
116,Kent State,MAC,2-2,-16,21.9,100,38,115,0.1,41,5
117,UNLV,MWC,1-3,-16.4,20,108,36.2,111,-0.2,100,5
118,Georgia State,Sun Belt,2-2,-17.4,26.1,83,43.6,127,0,58,5
119,Old Dominion,C-USA,1-3,-17.7,11.9,129,29.5,72,0,74,5
120,Central Michigan,MAC,2-3,-19.1,15.9,121,34.9,102,-0.1,80,5
121,New Mexico,MWC,2-2,-20.8,23.1,97,44.2,128,0.4,15,5
122,South Alabama,Sun Belt,1-4,-22.3,13.8,125,35.9,107,-0.1,82,5
123,Connecticut,AAC,1-3,-22.3,12.4,128,34.6,100,-0.2,94,5
124,Rice,C-USA,0-5,-22.4,13,126,35.1,103,-0.2,102,5
125,New Mexico State,Independent,0-5,-22.8,17.3,117,40.2,122,0.1,46,5
126,UT San Antonio,C-USA,1-3,-24.6,16.7,118,40.6,124,-0.6,130,5
127,Akron,MAC,0-5,-25.7,8.9,130,34.1,95,-0.6,128,5
128,Bowling Green,MAC,1-3,-26.8,12.9,127,39.1,118,-0.6,129,5
129,UMass,Independent,1-4,-27.5,21.6,102,49,130,0,71,5
130,UTEP,C-USA,1-3,-28.9,16.5,119,45.3,129,-0.1,79,5
1,Alabama,SEC,5-0,32.5,46.5,2,13.9,11,-0.1,84,6
2,Ohio State,Big Ten,6-0,32.4,43.5,5,11.2,3,0.1,38,6
3,Oklahoma,Big 12,5-0,28.8,50.7,1,21.8,36,-0.1,77,6
4,LSU,SEC,5-0,27.5,45.9,3,19.1,28,0.6,1,6
5,Georgia,SEC,5-0,26.8,42.7,6,16.3,17,0.4,11,6
6,Wisconsin,Big Ten,5-0,25.8,37.5,16,11.3,4,-0.4,123,6
7,Penn State,Big Ten,5-0,25.2,40.2,10,15.1,16,0.2,32,6
8,Clemson,ACC,5-0,24.2,38.1,15,13.9,10,0,64,6
9,Florida,SEC,6-0,22.3,34.3,32,12.4,5,0.4,13,6
10,Missouri,SEC,4-1,20.9,34,33,13.3,7,0.3,24,6
11,Oregon,Pac-12,4-1,20.5,30.3,52,9.6,1,-0.2,98,6
12,Auburn,SEC,5-1,20.3,34.6,29,14.7,14,0.4,8,6
13,Notre Dame,Independent,4-1,18.7,37.3,18,18.8,27,0.2,26,6
14,Iowa State,Big 12,3-2,18.5,35,28,16.4,19,-0.1,80,6
15,Baylor,Big 12,5-0,18.1,35.1,26,16.6,20,-0.4,120,6
16,Utah,Pac-12,4-1,18,37.4,17,19.2,29,-0.1,82,6
17,Michigan,Big Ten,4-1,17.6,28.5,66,11.1,2,0.1,37,6
18,Michigan State,Big Ten,4-2,16.6,29.7,56,13.1,6,-0.1,75,6
19,Texas A&M,SEC,3-2,16.6,33.7,40,17.3,21,0.2,33,6
20,Texas,Big 12,4-1,16.3,43.6,4,27.7,66,0.5,7,6
21,Iowa,Big Ten,4-1,16.3,29.9,55,13.8,9,0.2,27,6
22,UCF,AAC,4-2,16.2,33.9,36,17.6,22,0,69,6
23,Washington,Pac-12,4-2,16.1,36.5,21,20.9,33,0.6,5,6
24,Memphis,AAC,5-0,15.8,33.9,37,18.5,25,0.5,6,6
25,Oklahoma State,Big 12,4-2,15,39.7,13,24.6,49,0,63,6
26,Minnesota,Big Ten,5-0,14.5,39,14,24.5,46,0,68,6
27,TCU,Big 12,3-2,13,33.4,42,20.5,32,0,58,6
28,Indiana,Big Ten,3-2,12.7,35.1,27,22.6,39,0.3,21,6
29,USC,Pac-12,3-2,12.2,37,19,25,51,0.2,35,6
30,Mississippi State,SEC,3-2,11.8,36.9,20,24.6,48,-0.4,122,6
31,Washington State,Pac-12,3-2,11.6,42.4,7,31.1,84,0.3,16,6
32,Miami,ACC,2-3,11.2,31.3,47,19.9,31,-0.2,109,6
33,Texas Tech,Big 12,3-2,10.7,32.6,46,22.3,37,0.4,15,6
34,Arizona State,Pac-12,4-1,10.6,25,86,14.7,13,0.3,20,6
35,South Carolina,SEC,2-3,10.4,28.5,65,18.5,26,0.4,10,6
36,Maryland,Big Ten,3-2,8.7,30.3,51,21.2,34,-0.4,124,6
37,Arizona,Pac-12,4-1,8.7,41.6,9,32.8,89,-0.1,87,6
38,Cincinnati,AAC,4-1,8,27.5,75,19.6,30,0.2,36,6
39,Nebraska,Big Ten,4-2,7.9,34,34,25.6,52,-0.5,126,6
40,Virginia,ACC,4-1,7.6,25.2,85,17.7,23,0.1,51,6
41,Kansas State,Big 12,3-2,7.5,29,60,21.8,35,0.3,25,6
42,SMU,AAC,6-0,7.2,34.5,30,27,60,-0.2,106,6
43,Temple,AAC,4-1,7.2,21.7,98,14.4,12,-0.2,94,6
44,Tulane,AAC,4-1,6.4,33.8,38,27.8,67,0.3,17,6
45,Florida State,ACC,3-2,5.5,35.9,22,30.4,78,-0.1,74,6
46,Duke,ACC,3-2,5.1,28,73,23,41,0.2,31,6
47,Boise State,MWC,5-0,5,29.7,57,24.8,50,0.1,47,6
48,Colorado,Pac-12,3-2,4.9,41.7,8,37.3,113,0.6,2,6
49,Appalachian State,Sun Belt,4-0,4.9,39.7,11,35.1,101,0.2,29,6
50,Ole Miss,SEC,3-3,4.7,27.4,76,22.4,38,-0.3,112,6
51,Wake Forest,ACC,5-0,4.7,33.2,43,28.6,71,0.1,49,6
52,Navy,AAC,3-1,4,31,48,27.1,61,0.1,41,6
53,Oregon State,Pac-12,2-3,3.5,39.7,12,36,106,-0.2,93,6
54,California,Pac-12,4-2,3.4,21.6,101,17.9,24,-0.2,105,6
55,Tennessee,SEC,1-4,3.4,27.6,74,24.3,45,0.1,44,6
56,Air Force,MWC,3-2,3.3,30.9,49,27.8,68,0.3,23,6
57,Pittsburgh,ACC,4-2,3.2,18.5,112,15.1,15,-0.2,111,6
58,NC State,ACC,3-2,3.1,26.7,81,23.7,43,0.1,46,6
59,Utah State,MWC,3-2,3.1,25.9,83,22.8,40,0,56,6
60,Lousisiana,Sun Belt,4-1,2.9,35.1,25,32.3,87,0,57,6
61,North Carolina,ACC,3-3,2.8,32.7,44,29.8,75,-0.2,95,6
62,Louisville,ACC,3-2,2.8,33.9,35,31.2,86,0.1,50,6
63,Kentucky,SEC,2-3,1.3,29,61,27.7,64,0,55,6
64,West Virginia,Big 12,3-2,1.2,28.7,63,27.2,62,-0.3,114,6
65,Syracuse,ACC,3-2,0.9,28,71,27.7,65,0.6,3,6
66,Tulsa,AAC,2-3,0.9,24.4,92,23.2,42,-0.4,118,6
67,Army,Independent,3-2,0.9,28.2,69,27.6,63,0.2,30,6
68,UCLA,Pac-12,1-5,0.7,33.8,39,33,90,-0.1,83,6
69,Stanford,Pac-12,3-3,0.6,27.4,78,26.7,55,-0.1,79,6
70,Northwestern,Big Ten,1-4,0.4,14.2,125,13.6,8,-0.2,97,6
71,Illinois,Big Ten,2-3,-0.3,30,54,30.9,82,0.6,4,6
72,Purdue,Big Ten,1-4,-0.3,35.8,23,36.2,108,0.1,52,6
73,Houston,AAC,2-3,-0.4,35.7,24,36.2,107,0.1,43,6
74,Boston College,ACC,3-3,-0.9,34.4,31,35.1,102,-0.1,89,6
75,Virginia Tech,ACC,3-2,-1.2,28.2,68,29.3,72,-0.1,76,6
76,San Diego State,MWC,4-1,-1.7,14.2,124,16.3,18,0.4,12,6
77,Fresno State,MWC,2-2,-1.8,24.9,88,26.7,56,0,62,6
78,North Texas,C-USA,2-3,-2.2,28,72,30.7,80,0.4,9,6
79,Arkansas,SEC,2-3,-2.3,24,93,26.5,54,0.1,45,6
80,Hawai'i,MWC,4-1,-2.4,33.6,41,35.6,103,-0.4,121,6
81,Florida Atlantic,C-USA,3-2,-3.1,28.4,67,31.2,85,-0.2,108,6
82,Kansas,Big 12,2-4,-3.3,27.2,79,30.3,77,-0.2,110,6
83,BYU,Independent,2-3,-4.1,22.9,95,27,59,0,59,6
84,Arkansas State,Sun Belt,3-3,-4.9,32.7,45,37.7,115,0.2,34,6
85,Wyoming,MWC,4-1,-5.2,21.7,99,26.9,58,0,65,6
86,South Florida,AAC,2-3,-6.1,21.1,102,26.8,57,-0.4,119,6
87,Western Michigan,MAC,3-3,-6.5,29.5,58,35.7,104,-0.2,104,6
88,Marshall,C-USA,2-3,-6.8,26.2,82,33.2,91,0.2,28,6
89,Southern Mississippi,C-USA,3-2,-6.8,27.4,77,33.9,95,-0.3,116,6
90,Western Kentucky,C-USA,3-2,-7,17.1,118,24,44,-0.1,78,6
91,Liberty,Independent,4-2,-7.3,23.8,94,30.9,81,-0.1,88,6
92,Georgia Tech,ACC,1-4,-7.3,19.4,105,26.4,53,-0.3,113,6
93,UAB,C-USA,4-1,-7.9,16.9,119,24.6,47,-0.2,107,6
94,Florida International,C-USA,2-3,-7.9,22.1,97,29.7,74,-0.3,115,6
95,Vanderbilt,SEC,1-4,-8.1,28.1,70,36.6,109,0.3,19,6
96,Troy,Sun Belt,2-3,-9.1,30.5,50,39.7,121,0,61,6
97,Toledo,MAC,4-1,-9.4,29.5,59,39.2,120,0.3,18,6
98,Rutgers,Big Ten,1-4,-9.5,19,106,28.5,70,0,60,6
99,Coastal Carolina,Sun Belt,3-2,-9.8,24.7,89,34,96,-0.5,127,6
100,Louisiana Tech,C-USA,4-1,-9.8,24.7,90,34.4,97,-0.1,85,6
101,Ohio,MAC,2-3,-10.4,27.1,80,37.7,116,0.3,22,6
102,Charlotte,C-USA,2-3,-11.3,30.1,53,41.5,125,0.1,53,6
103,East Carolina,AAC,3-3,-11.7,18.6,110,30.2,76,-0.1,92,6
104,Texas State,Sun Belt,2-3,-12,18.7,108,30.4,79,-0.3,117,6
105,Colorado State,MWC,1-5,-12.1,25,87,37.1,111,0,67,6
106,Louisiana Monroe,Sun Belt,2-3,-12.4,28.9,62,41.1,123,-0.2,99,6
107,Ball State,MAC,2-3,-12.9,19.7,103,32.5,88,-0.1,81,6
108,Georgia Southern,Sun Belt,2-3,-13.3,16.3,121,29.6,73,0,71,6
109,San Jose State,MWC,3-2,-13.5,21.6,100,35,100,-0.2,96,6
110,Buffalo,MAC,2-4,-14.1,17.5,116,31.1,83,-0.6,129,6
111,Central Michigan,MAC,3-3,-15,18.4,114,33.3,92,-0.1,91,6
112,Nevada,MWC,3-2,-15.4,19.4,104,34.9,99,0.1,48,6
113,Northern Illinois,MAC,1-4,-15.4,18.4,113,33.8,94,0,70,6
114,Middle Tennessee,C-USA,2-3,-15.7,25.6,84,41.2,124,0,72,6
115,Georgia State,Sun Belt,3-2,-16.3,28.6,64,44.7,129,-0.2,100,6
116,Eastern Michigan,MAC,3-2,-17,24.5,91,41.6,126,0.1,42,6
117,Miami (OH),MAC,2-3,-17.3,18.4,115,35.8,105,0.1,39,6
118,Old Dominion,C-USA,1-4,-18.9,9.2,129,28,69,-0.1,90,6
119,New Mexico,MWC,2-3,-19.1,22.7,96,42.2,127,0.4,14,6
120,Kent State,MAC,2-3,-19.7,18.9,107,38.7,117,0.1,54,6
121,UNLV,MWC,1-4,-20.3,18.7,109,38.8,118,-0.2,103,6
122,New Mexico State,Independent,0-6,-20.7,16.7,120,37.5,114,0.1,40,6
123,South Alabama,Sun Belt,1-5,-21.8,12.1,127,33.6,93,-0.2,101,6
124,Rice,C-USA,0-6,-22.2,14.8,122,36.8,110,-0.2,102,6
125,UT San Antonio,C-USA,2-3,-22.4,17.1,117,39,119,-0.5,125,6
126,Connecticut,AAC,1-4,-24.1,13.2,126,37.2,112,-0.1,86,6
127,Akron,MAC,0-5,-27.3,8.1,130,34.8,98,-0.6,128,6
128,UTEP,C-USA,1-4,-29,14.8,123,43.8,128,-0.1,73,6
129,UMass,Independent,1-5,-29.1,18.6,111,47.6,130,0,66,6
130,Bowling Green,MAC,1-4,-29.3,11.8,128,40.5,122,-0.6,130,6
1,Ohio State,Big Ten,6-0,30.9,42.6,6,11.8,4,0.1,35,7
2,Alabama,SEC,6-0,29.8,45.9,3,16,14,-0.1,75,7
3,Oklahoma,Big 12,6-0,27.3,48,1,20.6,30,0,68,7
4,Wisconsin,Big Ten,6-0,26,37.3,16,10.9,2,-0.3,116,7
5,LSU,SEC,6-0,25.9,46.8,2,21.5,37,0.5,3,7
6,Penn State,Big Ten,6-0,24.4,38.7,10,14.6,10,0.3,26,7
7,Georgia,SEC,5-1,24.4,38.1,12,14.2,9,0.4,6,7
8,Clemson,ACC,6-0,23.1,36.7,19,13.6,7,-0.1,82,7
9,Oregon,Pac-12,5-1,20.1,31,49,10.7,1,-0.2,95,7
10,Missouri,SEC,5-1,19.5,34.3,32,15.2,13,0.4,13,7
11,Florida,SEC,6-1,19.1,35.4,24,16.7,16,0.4,12,7
12,Auburn,SEC,5-1,19.1,33.8,35,15.2,12,0.5,5,7
13,Michigan,Big Ten,5-1,18.8,30.3,53,11.5,3,0,62,7
14,Utah,Pac-12,5-1,18.7,37.6,13,19,25,0.1,50,7
15,Iowa State,Big 12,4-2,17.6,34.5,31,16.9,17,0,64,7
16,Baylor,Big 12,6-0,17.2,35.6,22,18.2,23,-0.3,111,7
17,Minnesota,Big Ten,6-0,17,38.9,9,22,38,0,65,7
18,Washington,Pac-12,5-2,16.5,37.1,17,21.2,33,0.6,2,7
19,Iowa,Big Ten,4-2,15.6,28.6,65,13.2,6,0.2,27,7
20,UCF,AAC,4-2,15.5,33.3,39,17.8,20,0,67,7
21,Notre Dame,Independent,5-1,15.1,37,18,22.3,40,0.4,7,7
22,Texas,Big 12,4-2,15.1,42.7,5,28,67,0.4,8,7
23,Texas A&M,SEC,3-3,15.1,35.3,25,20.2,29,0,70,7
24,Memphis,AAC,5-1,14.9,34.2,33,19.9,27,0.5,4,7
25,Indiana,Big Ten,4-2,14.8,35.6,23,21.2,32,0.4,14,7
26,Oklahoma State,Big 12,4-2,14.3,39.1,8,24.8,49,0,63,7
27,Michigan State,Big Ten,4-3,14,28,68,13.9,8,-0.1,85,7
28,TCU,Big 12,3-2,13.4,33.4,37,20.1,28,0,52,7
29,USC,Pac-12,3-3,12.5,38.3,11,26,56,0.1,44,7
30,Miami,ACC,3-3,11.7,30.8,50,19,24,-0.2,101,7
31,South Carolina,SEC,3-3,11,27.4,74,16.6,15,0.3,23,7
32,Washington State,Pac-12,3-3,10.6,43.4,4,33.2,90,0.4,10,7
33,Arizona State,Pac-12,5-1,10.6,29.5,58,19.2,26,0.3,21,7
34,Texas Tech,Big 12,3-3,10.5,33.4,38,23.2,45,0.3,18,7
35,Mississippi State,SEC,3-3,9.5,32.9,43,23,42,-0.4,124,7
36,Cincinnati,AAC,5-1,8.3,29.2,59,21.1,31,0.1,43,7
37,Kansas State,Big 12,3-2,7.9,29,61,21.4,35,0.3,24,7
38,Tulane,AAC,5-1,7.7,33.5,36,26.2,57,0.3,17,7
39,SMU,AAC,6-0,7.1,34.2,34,26.9,62,-0.2,109,7
40,Temple,AAC,5-1,6.3,23.1,97,16.9,18,0,55,7
41,Navy,AAC,4-1,6.2,31.4,48,25.4,52,0.2,29,7
42,Boise State,MWC,6-0,6.1,31.5,47,25.6,54,0.1,37,7
43,Maryland,Big Ten,3-3,6,29.6,56,23.1,44,-0.5,125,7
44,Nebraska,Big Ten,4-3,5.9,33,41,26.6,59,-0.5,126,7
45,Arizona,Pac-12,4-2,5.5,40.6,7,35.1,104,0,71,7
46,Virginia,ACC,4-2,5.5,23,98,17.7,19,0.1,38,7
47,Tennessee,SEC,2-4,5,26.4,77,21.5,36,0.1,47,7
48,Duke,ACC,4-2,4.9,27.8,71,23.1,43,0.2,34,7
49,Wake Forest,ACC,5-1,4.6,35.3,26,30.8,78,0.1,41,7
50,Ole Miss,SEC,3-4,4.4,28.4,66,23.8,47,-0.2,103,7
51,Purdue,Big Ten,2-4,4.3,37.6,15,33.2,89,-0.1,80,7
52,NC State,ACC,4-2,3.9,25.1,88,21.3,34,0.1,40,7
53,Pittsburgh,ACC,4-2,3.5,18.5,114,14.7,11,-0.3,112,7
54,Appalachian State,Sun Belt,5-0,3.3,34.7,29,31.5,81,0.2,30,7
55,California,Pac-12,4-2,3.3,21.3,103,17.8,21,-0.2,108,7
56,North Carolina,ACC,3-3,3.2,32.6,44,29.3,72,-0.2,92,7
57,Louisville,ACC,4-2,3,36.2,20,33.3,91,0.1,46,7
58,Florida State,ACC,3-3,2.8,34.9,28,31.9,84,-0.2,93,7
59,Air Force,MWC,4-2,2.8,32.3,45,29.8,75,0.3,25,7
60,Utah State,MWC,3-2,2.6,25.5,84,22.9,41,0,51,7
61,Kentucky,SEC,3-3,2.2,28.9,62,26.7,60,0.1,49,7
62,Northwestern,Big Ten,1-4,2.1,14.9,124,12.6,5,-0.2,97,7
63,Stanford,Pac-12,3-3,2,27.9,70,25.8,55,-0.1,79,7
64,West Virginia,Big 12,3-3,1.9,29.8,55,27.6,65,-0.3,113,7
65,Colorado,Pac-12,3-3,1.7,37.6,14,36.2,113,0.3,16,7
66,Syracuse,ACC,3-3,1.7,26.1,80,24.8,50,0.4,9,7
67,Virginia Tech,ACC,4-2,1.3,28.9,63,27.6,66,0,58,7
68,Lousisiana,Sun Belt,4-2,0,29.6,57,29.6,74,0,54,7
69,Boston College,ACC,3-3,0,34.6,30,34.4,101,-0.1,90,7
70,Army,Independent,3-3,-0.1,25.4,85,25.5,53,-0.1,88,7
71,Oregon State,Pac-12,2-4,-0.2,36,21,36,110,-0.2,96,7
72,UCLA,Pac-12,1-5,-0.4,33,42,33.3,92,-0.1,89,7
73,Houston,AAC,2-4,-0.6,35,27,35.7,107,0.1,45,7
74,Illinois,Big Ten,2-4,-0.7,30.6,52,31.9,83,0.6,1,7
75,Arkansas,SEC,2-4,-1.4,24.8,89,26.3,58,0.1,42,7
76,Fresno State,MWC,2-3,-1.5,28.3,67,29.8,76,0,56,7
77,Tulsa,AAC,2-4,-2,23.1,96,24.7,48,-0.4,123,7
78,Kansas,Big 12,2-4,-2,27.7,72,29.5,73,-0.3,114,7
79,San Diego State,MWC,5-1,-3.1,14.5,125,18,22,0.3,19,7
80,Wyoming,MWC,4-2,-4.1,22.7,101,26.8,61,0,60,7
81,South Florida,AAC,3-3,-4.2,23.4,94,27.3,63,-0.3,117,7
82,BYU,Independent,2-4,-4.4,23,99,27.4,64,0,69,7
83,Florida Atlantic,C-USA,4-2,-4.9,27.5,73,32.4,86,0,57,7
84,Hawai'i,MWC,4-2,-5.3,33.1,40,38,119,-0.4,122,7
85,Arkansas State,Sun Belt,3-3,-5.4,32.2,46,37.8,117,0.2,31,7
86,Georgia Tech,ACC,1-5,-5.5,20,106,25.3,51,-0.2,100,7
87,North Texas,C-USA,2-4,-5.7,28,69,34,97,0.3,20,7
88,Marshall,C-USA,3-3,-5.7,26,82,31.9,82,0.2,32,7
89,Western Kentucky,C-USA,4-2,-5.8,16.3,119,22,39,-0.1,81,7
90,Southern Mississippi,C-USA,4-2,-6,28.7,64,34.4,100,-0.3,115,7
91,Florida International,C-USA,3-3,-6.2,26,81,32,85,-0.3,110,7
92,UAB,C-USA,5-1,-6.5,17.3,115,23.8,46,-0.1,74,7
93,Louisiana Tech,C-USA,5-1,-6.6,26.2,79,32.7,88,-0.1,84,7
94,Vanderbilt,SEC,1-5,-7,27,76,34.3,99,0.4,15,7
95,Western Michigan,MAC,4-3,-8,26.2,78,34,98,-0.2,107,7
96,Liberty,Independent,4-2,-8,23.2,95,31.1,80,-0.1,86,7
97,Rutgers,Big Ten,1-5,-8.6,19.7,108,28.3,68,0,59,7
98,Troy,Sun Belt,2-3,-9.3,30.2,54,39.5,123,0,61,7
99,East Carolina,AAC,3-3,-9.8,19.4,109,29.1,69,-0.2,91,7
100,Colorado State,MWC,2-5,-10.3,25.7,83,36,108,-0.1,78,7
101,Ohio,MAC,2-4,-10.3,29.2,60,39.8,124,0.3,22,7
102,Coastal Carolina,Sun Belt,3-3,-11.4,22.7,100,33.8,95,-0.3,119,7
103,Toledo,MAC,4-2,-12.2,25.2,87,37.3,116,-0.1,87,7
104,Nevada,MWC,4-2,-12.5,21.9,102,34.5,102,0.1,39,7
105,Texas State,Sun Belt,2-4,-12.5,16.9,117,29.1,70,-0.3,120,7
106,Louisiana Monroe,Sun Belt,3-3,-12.6,25.4,86,37.8,118,-0.2,98,7
107,Ball State,MAC,3-3,-12.7,20.2,105,32.7,87,-0.2,105,7
108,Georgia Southern,Sun Belt,2-3,-13.2,16.1,121,29.3,71,0,72,7
109,Charlotte,C-USA,2-4,-13.3,30.8,51,44.1,129,0,53,7
110,San Jose State,MWC,3-3,-13.6,23.7,93,37.1,115,-0.2,99,7
111,Georgia State,Sun Belt,4-2,-14.1,27.3,75,41.1,126,-0.4,121,7
112,Middle Tennessee,C-USA,2-4,-14.4,24.1,90,38.1,120,-0.3,118,7
113,Buffalo,MAC,2-4,-14.4,17.2,116,31,79,-0.6,129,7
114,Central Michigan,MAC,4-3,-15,18.9,112,33.8,96,-0.1,77,7
115,Northern Illinois,MAC,2-4,-15.1,21.3,104,36.1,111,-0.2,104,7
116,Kent State,MAC,3-3,-16.2,19.1,111,35.5,105,0.2,28,7
117,UNLV,MWC,2-4,-16.3,19.8,107,36,109,-0.1,83,7
118,Eastern Michigan,MAC,3-3,-16.7,23.8,91,40.7,125,0.1,36,7
119,Miami (OH),MAC,2-4,-17.1,16.2,120,33.4,93,0.2,33,7
120,New Mexico,MWC,2-4,-17.7,23.8,92,41.9,127,0.4,11,7
121,Old Dominion,C-USA,1-5,-18.8,11.9,128,30.7,77,0.1,48,7
122,Rice,C-USA,0-6,-20.1,15.6,122,35.6,106,-0.2,106,7
